codigo;capitulo;titulo;unidad;mano_obra;horas_oficial_por_unidad;horas_ayudante_por_unidad;horas_persona_por_unidad;horas_equipo_por_unidad;recursos;recursos_provisionales_ve;codigos_provisionales_ve;coste_directo_ve_usd;precio_venta_ve_usd;descripcion_caracteres;codigo_legacy;apu_duplicado
09.11.01.050;09;Instalación de cámara exterior.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;4;1;MQ-TALADRO;9.19;12.41;131;;31
09.11.01.060;09;Instalación de cámara interior.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;4;1;MQ-TALADRO;9.19;12.41;131;;31
09.11.01.070;09;Instalación de grabador de video.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;4;1;MQ-TALADRO;9.19;12.41;133;;31
09.11.01.080;09;Instalación de monitor de vigilancia.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;4;1;MQ-TALADRO;9.19;12.41;137;;31
09.11.01.090;09;Instalación de control de acceso.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;4;1;MQ-TALADRO;9.19;12.41;133;;31
09.11.01.100;09;Instalación de lector de tarjetas.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;4;1;MQ-TALADRO;9.19;12.41;134;;31
09.11.01.110;09;Instalación de teclado de acceso.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;4;1;MQ-TALADRO;9.19;12.41;133;;31
09.11.01.120;09;Instalación de sensor de puerta.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;4;1;MQ-TALADRO;9.19;12.41;132;;31
09.11.01.130;09;Instalación de sensor de ventana.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;4;1;MQ-TALADRO;9.19;12.41;133;;31
09.11.01.140;09;Instalación de sensor de movimiento.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;4;1;MQ-TALADRO;9.19;12.41;136;;31
09.11.01.150;09;Instalación de sirena de alarma.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;4;1;MQ-TALADRO;9.19;12.41;132;;31
09.11.01.160;09;Instalación de panel de alarma.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;4;1;MQ-TALADRO;9.19;12.41;131;;31
09.11.01.170;09;Instalación de sistema CCTV.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;4;1;MQ-TALADRO;9.19;12.41;128;;31
09.11.01.180;09;Instalación de sistema de alarma.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;4;1;MQ-TALADRO;9.19;12.41;133;;31
09.11.01.190;09;Instalación de sistema de acceso.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;4;1;MQ-TALADRO;9.19;12.41;133;;31
09.11.01.200;09;Instalación de cámara de garaje.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;4;1;MQ-TALADRO;9.19;12.41;132;;31
09.11.01.210;09;Instalación de cámara de entrada.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;4;1;MQ-TALADRO;9.19;12.41;133;;31
09.11.01.220;09;Instalación de cámara de terraza.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;4;1;MQ-TALADRO;9.19;12.41;133;;31
09.11.01.230;09;Instalación de cámara de jardín.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;4;1;MQ-TALADRO;9.19;12.41;132;;31
09.11.01.240;09;Instalación de cámara de local.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;4;1;MQ-TALADRO;9.19;12.41;131;;31
09.11.01.250;09;Instalación de cámara de comercio.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;4;1;MQ-TALADRO;9.19;12.41;134;;31
09.11.01.260;09;Instalación de alarma con sensores.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;4;1;MQ-TALADRO;9.19;12.41;116;;31
09.11.01.270;09;Instalación de cámara con grabador.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;4;1;MQ-TALADRO;9.19;12.41;116;;31
09.11.01.280;09;Instalación de control de acceso biométrico.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;4;1;MQ-TALADRO;9.19;12.41;125;;31
09.11.01.290;09;Instalación de sensor de puerta y ventana.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;4;1;MQ-TALADRO;9.19;12.41;123;;31
09.11.01.300;09;Instalación de sirena exterior.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;4;1;MQ-TALADRO;9.19;12.41;112;;31
09.11.01.310;09;Instalación de panel de control.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;4;1;MQ-TALADRO;9.19;12.41;113;;31
09.11.01.320;09;Instalación de sistema de video vigilancia.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;4;1;MQ-TALADRO;9.19;12.41;113;;31
09.12.01.010;09;Central domótica con configuración inicial.;ud;MO-OF1-ELE · electricidad · 2.5000 h/ud | MO-AYU · apoyo general de obra · 1.0000 h/ud;2.5000;1.0000;3.5000;0.5000;6;2;MQ-NIVEL-LASER,MQ-TALADRO;20.34;27.46;417;;
09.12.01.020;09;Pasarela de comunicación entre protocolos.;ud;MO-OF1-ELE · electricidad · 1.5000 h/ud | MO-AYU · apoyo general de obra · 0.6000 h/ud;1.5000;0.6000;2.1000;0.2000;4;1;MQ-TALADRO;11.36;15.34;374;;
09.12.01.030;09;Repetidor de señal inalámbrica para la red domótica.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.3000 h/ud;0.8000;0.3000;1.1000;0.2000;3;1;MQ-TALADRO;5.81;7.84;325;;
09.12.01.040;09;Central domótica con control remoto.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.1500;5;1;MQ-TALADRO;8.11;10.94;151;;11
09.12.01.050;09;Repetidor de señal cableada.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.1500;5;1;MQ-TALADRO;8.11;10.94;143;;11
09.12.02.010;09;Sensor de movimiento para iluminación y alarmas.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.3000 h/ud;0.8000;0.3000;1.1000;0.3000;6;3;MQ-DETECTOR,MQ-TALADRO,MT-PLO-SOP;7.64;10.31;343;;
09.12.02.020;09;Sensor magnético de apertura de puerta o ventana.;ud;MO-OF1-ELE · electricidad · 0.6000 h/ud | MO-AYU · apoyo general de obra · 0.2000 h/ud;0.6000;0.2000;0.8000;0.1500;4;2;MQ-TALADRO,MT-PLO-SOP;4.72;6.37;320;;
09.12.02.030;09;Sensor de temperatura y humedad ambiente.;ud;MO-OF1-ELE · electricidad · 0.5000 h/ud | MO-AYU · apoyo general de obra · 0.2000 h/ud;0.5000;0.2000;0.7000;0.1500;4;2;MQ-TALADRO,MT-PLO-SOP;4.17;5.62;332;;2
09.12.02.040;09;Detector de inundación o fuga de agua.;ud;MO-OF1-ELE · electricidad · 0.5000 h/ud | MO-AYU · apoyo general de obra · 0.2000 h/ud;0.5000;0.2000;0.7000;0.0000;3;1;MT-PLO-SOP;3.94;5.32;300;;
09.12.02.050;09;Detector de gas doméstico con alarma.;ud;MO-OF1-ELE · electricidad · 0.7000 h/ud | MO-AYU · apoyo general de obra · 0.3000 h/ud;0.7000;0.3000;1.0000;0.2000;4;1;MQ-TALADRO;6.36;8.59;303;;
09.12.02.060;09;Sensor de nivel de luz para automatización.;ud;MO-OF1-ELE · electricidad · 0.5000 h/ud | MO-AYU · apoyo general de obra · 0.2000 h/ud;0.5000;0.2000;0.7000;0.1500;4;2;MQ-TALADRO,MT-PLO-SOP;4.17;5.62;294;;2
09.12.02.070;09;Sensor de calidad de aire.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.1500;5;1;MQ-TALADRO;8.11;10.94;141;;11
09.12.02.080;09;Sensor de consumo eléctrico.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.1500;5;1;MQ-TALADRO;8.11;10.94;143;;11
09.12.02.090;09;Sensor de presencia.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.1500;5;1;MQ-TALADRO;8.11;10.94;135;;11
09.12.03.010;09;Módulo de actuación on/off para circuitos de iluminación.;ud;MO-OF1-ELE · electricidad · 1.0000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;1.0000;0.4000;1.4000;0.2000;5;1;MQ-TALADRO;11.31;15.27;337;;
09.12.03.020;09;Módulo regulador para atenuación de iluminación.;ud;MO-OF1-ELE · electricidad · 1.0000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;1.0000;0.4000;1.4000;0.0000;4;0;;10.28;13.87;299;;
09.12.03.030;09;Módulo de control de persiana o cortina motorizada.;ud;MO-OF1-ELE · electricidad · 1.2000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;1.2000;0.4000;1.6000;0.0000;4;0;;11.39;15.37;340;;
09.12.03.040;09;Módulo de enchufe inteligente para cargas enchufables.;ud;MO-OF1-ELE · electricidad · 0.4000 h/ud | MO-AYU · apoyo general de obra · 0.1500 h/ud;0.4000;0.1500;0.5500;0.0000;2;0;;2.75;3.72;291;;2
09.12.03.050;09;Termostato inteligente para control de climatización.;ud;MO-OF1-ELE · electricidad · 1.2000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;1.2000;0.4000;1.6000;0.2000;5;1;MQ-TALADRO;12.42;16.77;393;;
09.12.03.060;09;Actuador de calefacción.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.1500;5;1;MQ-TALADRO;8.11;10.94;139;;11
09.12.03.070;09;Actuador de riego.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.1500;5;1;MQ-TALADRO;8.11;10.94;133;;11
09.12.03.080;09;Módulo de control de bomba.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.1500;5;1;MQ-TALADRO;8.11;10.94;142;;11
09.12.04.010;09;Panel táctil de pared para el sistema domótico.;ud;MO-OF1-ELE · electricidad · 1.5000 h/ud | MO-AYU · apoyo general de obra · 0.6000 h/ud;1.5000;0.6000;2.1000;0.4000;7;2;MQ-MART-ELEC,MQ-TALADRO;14.57;19.68;334;;
09.12.04.020;09;Teclado de escenas para activación directa.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.3000 h/ud;0.8000;0.3000;1.1000;0.1500;4;1;MQ-TALADRO;6.84;9.24;285;;
09.12.04.030;09;Panel de control táctil.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.1500;5;1;MQ-TALADRO;8.11;10.94;139;;11
09.12.04.040;09;Pulsador de escena inalámbrico.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.1500;5;1;MQ-TALADRO;8.11;10.94;146;;11
09.12.04.050;09;Termostato inalámbrico.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.1500;5;1;MQ-TALADRO;8.11;10.94;138;;11
09.12.05.010;09;Programación de escenas y automatizaciones.;glb;MO-OF1-ELE · electricidad · 4.0000 h/glb | MO-AYU · apoyo general de obra · 1.0000 h/glb;4.0000;1.0000;5.0000;0.0000;2;0;;25.75;34.77;393;;
09.12.05.020;09;Prueba y verificación del sistema domótico.;glb;MO-OF1-ELE · electricidad · 3.0000 h/glb | MO-AYU · apoyo general de obra · 1.0000 h/glb;3.0000;1.0000;4.0000;1.0000;3;1;MQ-DETECTOR;22.83;30.82;346;;
09.13.01.010;09;Pararrayos con dispositivo de cebado sobre mástil en cubierta.;ud;MO-OF1-ELE · electricidad · 3.0000 h/ud | MO-AYU · apoyo general de obra · 1.5000 h/ud;3.0000;1.5000;4.5000;0.9000;6;3;MQ-ANDAMIO,MQ-TALADRO,MT-PLO-SOP;38.53;52.02;493;;
09.13.01.020;09;Pararrayos tipo Franklin de punta simple sobre soporte.;ud;MO-OF1-ELE · electricidad · 1.5000 h/ud | MO-AYU · apoyo general de obra · 0.8000 h/ud;1.5000;0.8000;2.3000;0.3000;5;2;MQ-TALADRO,MT-PLO-SOP;21.61;29.18;332;;
09.13.01.030;09;Malla captadora de cubierta para protección contra rayos.;m2;MO-OF1-ELE · electricidad · 0.1500 h/m2 | MO-AYU · apoyo general de obra · 0.0800 h/m2;0.1500;0.0800;0.2300;0.1000;5;2;MQ-ANDAMIO,MT-PLO-SOP;3.94;5.32;447;;
09.13.01.040;09;Conductor captador de cumbrera y perímetro de cubierta.;m;MO-OF1-ELE · electricidad · 0.0800 h/m | MO-AYU · apoyo general de obra · 0.0500 h/m;0.0800;0.0500;0.1300;0.0000;4;1;MT-PLO-SOP;5.85;7.89;297;;
09.13.01.050;09;Captación de pararrayos en chimenea.;ud;MO-OF1-ELE · electricidad · 0.7000 h/ud | MO-AYU · apoyo general de obra · 0.3500 h/ud;0.7000;0.3500;1.0500;0.2000;5;2;MQ-TALADRO,MT-PLO-SOP;19.97;26.96;128;;14
09.13.01.060;09;Captación de pararrayos en antena.;ud;MO-OF1-ELE · electricidad · 0.7000 h/ud | MO-AYU · apoyo general de obra · 0.3500 h/ud;0.7000;0.3500;1.0500;0.2000;5;2;MQ-TALADRO,MT-PLO-SOP;19.97;26.96;126;;14
09.13.01.070;09;Malla captadora en fachada.;ud;MO-OF1-ELE · electricidad · 0.7000 h/ud | MO-AYU · apoyo general de obra · 0.3500 h/ud;0.7000;0.3500;1.0500;0.2000;5;2;MQ-TALADRO,MT-PLO-SOP;19.97;26.96;119;;14
09.13.01.080;09;Captación de pararrayos en cumbrera.;ud;MO-OF1-ELE · electricidad · 0.7000 h/ud | MO-AYU · apoyo general de obra · 0.3500 h/ud;0.7000;0.3500;1.0500;0.2000;5;2;MQ-TALADRO,MT-PLO-SOP;19.97;26.96;128;;14
09.13.02.010;09;Bajante de cobre desnudo con fijaciones.;m;MO-OF1-ELE · electricidad · 0.0600 h/m | MO-AYU · apoyo general de obra · 0.0400 h/m;0.0600;0.0400;0.1000;0.0000;4;1;MT-PLO-SOP;5.70;7.70;351;;
09.13.02.020;09;Bajante con contador de descargas y mando de comprobación.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;0.8000;0.4000;1.2000;0.2000;4;1;MQ-TALADRO;15.25;20.59;340;;
09.13.02.030;09;Puesta a tierra dedicada para protección contra rayos.;ud;MO-OF1-ELE · electricidad · 2.0000 h/ud | MO-AYU · apoyo general de obra · 1.0000 h/ud;2.0000;1.0000;3.0000;0.5000;5;1;MQ-TALADRO;79.03;106.69;457;;
09.13.02.040;09;Unión equipotencial de la bajante con la red de tierra general.;ud;MO-OF1-ELE · electricidad · 0.6000 h/ud | MO-AYU · apoyo general de obra · 0.3000 h/ud;0.6000;0.3000;0.9000;0.0000;4;1;MT-PLO-SOP;18.48;24.95;329;;
09.13.02.050;09;Bajante de cobre aislada.;ud;MO-OF1-ELE · electricidad · 0.7000 h/ud | MO-AYU · apoyo general de obra · 0.3500 h/ud;0.7000;0.3500;1.0500;0.2000;5;2;MQ-TALADRO,MT-PLO-SOP;19.97;26.96;117;;14
09.13.02.060;09;Bajante de aluminio.;ud;MO-OF1-ELE · electricidad · 0.7000 h/ud | MO-AYU · apoyo general de obra · 0.3500 h/ud;0.7000;0.3500;1.0500;0.2000;5;2;MQ-TALADRO,MT-PLO-SOP;19.97;26.96;112;;14
09.13.02.070;09;Toma de tierra de pararrayos.;ud;MO-OF1-ELE · electricidad · 0.7000 h/ud | MO-AYU · apoyo general de obra · 0.3500 h/ud;0.7000;0.3500;1.0500;0.2000;5;2;MQ-TALADRO,MT-PLO-SOP;19.97;26.96;121;;14
09.13.02.080;09;Bajante con unión de comprobación.;ud;MO-OF1-ELE · electricidad · 0.7000 h/ud | MO-AYU · apoyo general de obra · 0.3500 h/ud;0.7000;0.3500;1.0500;0.2000;5;2;MQ-TALADRO,MT-PLO-SOP;19.97;26.96;126;;14
09.13.02.090;09;Toma de tierra en anillo.;ud;MO-OF1-ELE · electricidad · 0.7000 h/ud | MO-AYU · apoyo general de obra · 0.3500 h/ud;0.7000;0.3500;1.0500;0.2000;5;2;MQ-TALADRO,MT-PLO-SOP;19.97;26.96;117;;14
09.13.03.010;09;Protector contra sobretensiones transitorias tipo 1 en tablero principal.;ud;MO-OF1-ELE · electricidad · 1.0000 h/ud | MO-AYU · apoyo general de obra · 0.4000 h/ud;1.0000;0.4000;1.4000;0.1500;4;1;MQ-TALADRO;10.13;13.67;410;;
09.13.03.020;09;Protector contra sobretensiones transitorias tipo 2 en tablero secundario.;ud;MO-OF1-ELE · electricidad · 0.8000 h/ud | MO-AYU · apoyo general de obra · 0.3000 h/ud;0.8000;0.3000;1.1000;0.1000;4;1;MQ-TALADRO;7.85;10.60;336;;
09.13.03.030;09;Protector contra sobretensiones tipo 3 para equipos sensibles.;ud;MO-OF1-ELE · electricidad · 0.4000 h/ud | MO-AYU · apoyo general de obra · 0.1500 h/ud;0.4000;0.1500;0.5500;0.0000;2;0;;2.75;3.72;290;;2
09.13.03.040;09;Protector contra sobretensiones para línea de datos y telecomunicaciones.;ud;MO-OF1-ELE · electricidad · 0.5000 h/ud | MO-AYU · apoyo general de obra · 0.2000 h/ud;0.5000;0.2000;0.7000;0.0000;3;0;;3.79;5.11;287;;
09.13.03.050;09;Prueba y verificación del sistema de protección contra rayos.;glb;MO-OF1-ELE · electricidad · 2.0000 h/glb | MO-AYU · apoyo general de obra · 1.0000 h/glb;2.0000;1.0000;3.0000;2.0000;3;1;MQ-TELUROMETRO;38.88;52.49;423;;
09.13.03.060;09;Protector de sobretensión combinado.;ud;MO-OF1-ELE · electricidad · 0.7000 h/ud | MO-AYU · apoyo general de obra · 0.3500 h/ud;0.7000;0.3500;1.0500;0.2000;5;2;MQ-TALADRO,MT-PLO-SOP;19.97;26.96;128;;14
09.13.03.070;09;Protector de sobretensión de red.;ud;MO-OF1-ELE · electricidad · 0.7000 h/ud | MO-AYU · apoyo general de obra · 0.3500 h/ud;0.7000;0.3500;1.0500;0.2000;5;2;MQ-TALADRO,MT-PLO-SOP;19.97;26.96;125;;14
09.13.03.080;09;Protector de sobretensión de teléfono.;ud;MO-OF1-ELE · electricidad · 0.7000 h/ud | MO-AYU · apoyo general de obra · 0.3500 h/ud;0.7000;0.3500;1.0500;0.2000;5;2;MQ-TALADRO,MT-PLO-SOP;19.97;26.96;130;;14
09.13.03.090;09;Protector de sobretensión de antena.;ud;MO-OF1-ELE · electricidad · 0.7000 h/ud | MO-AYU · apoyo general de obra · 0.3500 h/ud;0.7000;0.3500;1.0500;0.2000;5;2;MQ-TALADRO,MT-PLO-SOP;19.97;26.96;128;;14
09.13.03.100;09;Protector de sobretensión de datos.;ud;MO-OF1-ELE · electricidad · 0.7000 h/ud | MO-AYU · apoyo general de obra · 0.3500 h/ud;0.7000;0.3500;1.0500;0.2000;5;2;MQ-TALADRO,MT-PLO-SOP;19.97;26.96;127;;14
09.14.01.010;09;Instalación de tanque de agua.;ud;MO-OF1-PLO · plomería · 3.2000 h/ud | MO-AYU · apoyo general de obra · 2.4000 h/ud;3.2000;2.4000;5.6000;0.3500;8;2;MQ-TERMOF,MT-PLO-SOP;75.88;102.44;657;CT-12-07-010;
09.14.01.020;09;Instalación de bomba centrífuga de agua.;ud;MO-OF1-PLO · plomería · 2.6000 h/ud | MO-OF1-ELE · electricidad · 0.9000 h/ud | MO-AYU · apoyo general de obra · 1.4000 h/ud;3.5000;1.4000;4.9000;0.2500;9;2;MQ-TERMOF,MT-ACC-BOMBA;122.92;165.94;603;CT-12-07-020;
09.14.01.030;09;Instalación de sistema hidroneumático.;ud;MO-OF1-PLO · plomería · 3.8000 h/ud | MO-OF1-ELE · electricidad · 1.2000 h/ud | MO-AYU · apoyo general de obra · 2.0000 h/ud;5.0000;2.0000;7.0000;0.3500;10;3;MQ-TERMOF,MT-ACC-BOMBA,MT-PLO-SOP;191.93;259.11;649;CT-12-07-030;
09.14.01.040;09;Instalación de tanque séptico prefabricado.;ud;MO-OF1-PLO · plomería · 3.4000 h/ud | MO-AYU-ESP · apoyo especializado de obra · 2.2000 h/ud | MO-AYU · apoyo general de obra · 2.8000 h/ud;3.4000;5.0000;8.4000;0.4000;9;2;MQ-RETRO,MT-AGUA-OBRA;89.38;120.67;655;CT-12-07-040;
09.14.01.050;09;Instalación de bomba de agua.;ud;MO-OF1-PLO · plomería · 2.0000 h/ud | MO-AYU · apoyo general de obra · 1.0000 h/ud;2.0000;1.0000;3.0000;0.3000;6;2;MQ-TALADRO,MT-PLO-SOP;40.65;54.88;135;;28
09.14.01.060;09;Instalación de tanque elevado.;ud;MO-OF1-PLO · plomería · 2.0000 h/ud | MO-AYU · apoyo general de obra · 1.0000 h/ud;2.0000;1.0000;3.0000;0.3000;6;2;MQ-TALADRO,MT-PLO-SOP;40.65;54.88;136;;28
09.14.01.070;09;Instalación de tanque enterrado.;ud;MO-OF1-PLO · plomería · 2.0000 h/ud | MO-AYU · apoyo general de obra · 1.0000 h/ud;2.0000;1.0000;3.0000;0.3000;6;2;MQ-TALADRO,MT-PLO-SOP;40.65;54.88;138;;28
09.14.01.080;09;Instalación de bomba sumergible.;ud;MO-OF1-PLO · plomería · 2.0000 h/ud | MO-AYU · apoyo general de obra · 1.0000 h/ud;2.0000;1.0000;3.0000;0.3000;6;2;MQ-TALADRO,MT-PLO-SOP;40.65;54.88;138;;28
09.14.01.090;09;Instalación de bomba presurizadora.;ud;MO-OF1-PLO · plomería · 2.0000 h/ud | MO-AYU · apoyo general de obra · 1.0000 h/ud;2.0000;1.0000;3.0000;0.3000;6;2;MQ-TALADRO,MT-PLO-SOP;40.65;54.88;141;;28
09.14.01.100;09;Instalación de tanque de presión.;ud;MO-OF1-PLO · plomería · 2.0000 h/ud | MO-AYU · apoyo general de obra · 1.0000 h/ud;2.0000;1.0000;3.0000;0.3000;6;2;MQ-TALADRO,MT-PLO-SOP;40.65;54.88;139;;28
09.14.01.110;09;Instalación de válvula de flotante.;ud;MO-OF1-PLO · plomería · 2.0000 h/ud | MO-AYU · apoyo general de obra · 1.0000 h/ud;2.0000;1.0000;3.0000;0.3000;6;2;MQ-TALADRO,MT-PLO-SOP;40.65;54.88;141;;28
09.14.01.120;09;Instalación de tanque de reserva.;ud;MO-OF1-PLO · plomería · 2.0000 h/ud | MO-AYU · apoyo general de obra · 1.0000 h/ud;2.0000;1.0000;3.0000;0.3000;6;2;MQ-TALADRO,MT-PLO-SOP;40.65;54.88;139;;28
09.14.01.130;09;Instalación de bomba de achique.;ud;MO-OF1-PLO · plomería · 2.0000 h/ud | MO-AYU · apoyo general de obra · 1.0000 h/ud;2.0000;1.0000;3.0000;0.3000;6;2;MQ-TALADRO,MT-PLO-SOP;40.65;54.88;138;;28
09.14.01.140;09;Instalación de bomba de recirculación.;ud;MO-OF1-PLO · plomería · 2.0000 h/ud | MO-AYU · apoyo general de obra · 1.0000 h/ud;2.0000;1.0000;3.0000;0.3000;6;2;MQ-TALADRO,MT-PLO-SOP;40.65;54.88;144;;28
09.14.01.150;09;Instalación de tanque de agua caliente.;ud;MO-OF1-PLO · plomería · 2.0000 h/ud | MO-AYU · apoyo general de obra · 1.0000 h/ud;2.0000;1.0000;3.0000;0.3000;6;2;MQ-TALADRO,MT-PLO-SOP;40.65;54.88;145;;28
09.14.01.160;09;Instalación de sistema de bombeo.;ud;MO-OF1-PLO · plomería · 2.0000 h/ud | MO-AYU · apoyo general de obra · 1.0000 h/ud;2.0000;1.0000;3.0000;0.3000;6;2;MQ-TALADRO,MT-PLO-SOP;40.65;54.88;139;;28
09.14.01.170;09;Instalación de bomba de piscina.;ud;MO-OF1-PLO · plomería · 2.0000 h/ud | MO-AYU · apoyo general de obra · 1.0000 h/ud;2.0000;1.0000;3.0000;0.3000;6;2;MQ-TALADRO,MT-PLO-SOP;40.65;54.88;138;;28
09.14.01.180;09;Instalación de tanque séptico.;ud;MO-OF1-PLO · plomería · 2.0000 h/ud | MO-AYU · apoyo general de obra · 1.0000 h/ud;2.0000;1.0000;3.0000;0.3000;6;2;MQ-TALADRO,MT-PLO-SOP;40.65;54.88;136;;28
